# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_645.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 63
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+0,+0,-1221.65,-2065.35,-1198.29,+2098.15
2000-01-01 00:10:00 PST,+0,+0,-1218.71,-2056.54,-1176.9,+2097.74
2000-01-01 00:20:00 PST,+0,+0,-1218.56,-2075.66,-1182.87,+2090.7
2000-01-01 00:30:00 PST,+0,+0,-1228.61,-2058.18,-1179.75,+2093.76
2000-01-01 00:40:00 PST,+0,+0,-1233.33,-2053.09,-1180.39,+2094.4
2000-01-01 00:50:00 PST,+0,+0,-1249.97,-2041.03,-1180.49,+2094.78
2000-01-01 01:00:00 PST,+0,+0,-1235.29,-2057.87,-1176.58,+2096.11
2000-01-01 01:10:00 PST,+0,+0,-1237.43,-2062.8,-1179.95,+2091.99
2000-01-01 01:20:00 PST,+0,+0,-1241.07,-2048.95,-1178.89,+2099.36
2000-01-01 01:30:00 PST,+0,+0,-1245.94,-2044.85,-1173.75,+2096.02
2000-01-01 01:40:00 PST,+0,+0,-1247.95,-2052.93,-1174.86,+2091.04
2000-01-01 01:50:00 PST,+0,+0,-1249.16,-2050.92,-1179.06,+2090.26
2000-01-01 02:00:00 PST,+0,+0,-1242.89,-2054.17,-1160.9,+2091.04
2000-01-01 02:10:00 PST,+0,+0,-1252.14,-2039.99,-1166.43,+2096.29
2000-01-01 02:20:00 PST,+0,+0,-1255.66,-2034.28,-1168.39,+2101.05
2000-01-01 02:30:00 PST,+0,+0,-1250.62,-2061.76,-1169.19,+2089.92
2000-01-01 02:40:00 PST,+0,+0,-1259.55,-2046.91,-1174.42,+2095.06
2000-01-01 02:50:00 PST,+0,+0,-1271.73,-2029.72,-1185.34,+2098.05
2000-01-01 03:00:00 PST,+0,+0,-1260.35,-2029.04,-1159.7,+2097.93
2000-01-01 03:10:00 PST,+0,+0,-1259.02,-2042.73,-1147.67,+2089.97
2000-01-01 03:20:00 PST,+0,+0,-1263.1,-2032.94,-1165.52,+2095.87
2000-01-01 03:30:00 PST,+0,+0,-1259.63,-2030.6,-1151.59,+2097.31
2000-01-01 03:40:00 PST,+0,+0,-1257.44,-2045.88,-1168.03,+2094.03
2000-01-01 03:50:00 PST,+0,+0,-1262.28,-2033.5,-1159.81,+2095.83
2000-01-01 04:00:00 PST,+0,+0,-1270.38,-2043.33,-1173.17,+2092.6
2000-01-01 04:10:00 PST,+0,+0,-1265.04,-2036.03,-1162.01,+2097.99
2000-01-01 04:20:00 PST,+0,+0,-1257.67,-2041.34,-1147.41,+2096.12
2000-01-01 04:30:00 PST,+0,+0,-1266.17,-2028.02,-1162.83,+2098.12
2000-01-01 04:40:00 PST,+0,+0,-1261.8,-2030.34,-1152.68,+2097.09
2000-01-01 04:50:00 PST,+0,+0,-1269.75,-2023.51,-1158.2,+2095.31
2000-01-01 05:00:00 PST,+0,+0,-1267.43,-2024.36,-1141.43,+2092.62
2000-01-01 05:10:00 PST,+0,+0,-1287.19,-2008.96,-1158.63,+2093.64
2000-01-01 05:20:00 PST,+0,+0,-1283.55,-2021.2,-1157.15,+2091.24
2000-01-01 05:30:00 PST,+0,+0,-1290.58,-2005.88,-1146.33,+2094.53
2000-01-01 05:40:00 PST,+0,+0,-1294.88,-1985.71,-1140.67,+2102.64
2000-01-01 05:50:00 PST,+0,+0,-1300.9,-2006.36,-1143.81,+2092.2
2000-01-01 06:00:00 PST,+0,+0,-1295.56,-1995.8,-1144.21,+2097.75
