# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_671.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 66
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2372.05,-52.2911,-1238.66,-2060.94,-1188.29,+2096.85
2000-01-01 00:10:00 PST,+2374.89,-56.2468,-1233.14,-2047.75,-1148.16,+2094.85
2000-01-01 00:20:00 PST,+2389.31,-46.0858,-1230.84,-2068.5,-1163.84,+2089.01
2000-01-01 00:30:00 PST,+2372.92,-53.5812,-1247.09,-2047.2,-1158.04,+2091.24
2000-01-01 00:40:00 PST,+2364.93,-55.5004,-1256.31,-2035.79,-1158.93,+2093.29
2000-01-01 00:50:00 PST,+2327.63,-89.1065,-1287.25,-2015.53,-1158.63,+2090.62
2000-01-01 01:00:00 PST,+2365.19,-66.6318,-1259.41,-2038.58,-1149.8,+2093.77
2000-01-01 01:10:00 PST,+2351.98,-89.6992,-1261.91,-2056.15,-1155.35,+2083.04
2000-01-01 01:20:00 PST,+2358.33,-71.7664,-1267.29,-2031.13,-1151.94,+2095.19
2000-01-01 01:30:00 PST,+2341.81,-91.9933,-1276.33,-2028.39,-1143.19,+2088.44
2000-01-01 01:40:00 PST,+2325.58,-113.855,-1282.32,-2037.54,-1146.05,+2080.35
2000-01-01 01:50:00 PST,+2317.83,-110.751,-1287.17,-2032.13,-1157.05,+2081.34
2000-01-01 02:00:00 PST,+2341.1,-113.949,-1270.32,-2045.34,-1119.67,+2077.83
2000-01-01 02:10:00 PST,+2329.98,-108.35,-1286.68,-2017.71,-1128.41,+2088.16
2000-01-01 02:20:00 PST,+2330.82,-100.752,-1293,-2005.77,-1132.64,+2095.73
2000-01-01 02:30:00 PST,+2321.79,-131.844,-1285.44,-2052.19,-1135.53,+2075.49
2000-01-01 02:40:00 PST,+2312.73,-128.294,-1299.93,-2031.16,-1143.16,+2082.92
2000-01-01 02:50:00 PST,+2288.82,-130.843,-1323.28,-2002.13,-1164.82,+2090.13
2000-01-01 03:00:00 PST,+2321.23,-119.988,-1300.5,-2003.21,-1116.96,+2089.61
2000-01-01 03:10:00 PST,+2309.56,-151.012,-1298.33,-2024.14,-1093.92,+2075.62
2000-01-01 03:20:00 PST,+2306.46,-127.575,-1306.5,-2006.73,-1128,+2087.55
2000-01-01 03:30:00 PST,+2320.72,-129.075,-1296.87,-2010.65,-1099.94,+2085.73
2000-01-01 03:40:00 PST,+2315.1,-129.378,-1298.26,-2023.22,-1132.91,+2084.2
2000-01-01 03:50:00 PST,+2313.08,-132.267,-1304.26,-2009.74,-1117.33,+2084.08
2000-01-01 04:00:00 PST,+2284.49,-158.614,-1321.83,-2023.3,-1143.64,+2077.97
2000-01-01 04:10:00 PST,+2305.62,-135.809,-1310.84,-2007.27,-1120.52,+2089.24
2000-01-01 04:20:00 PST,+2324.51,-132.932,-1295.42,-2018.81,-1093.11,+2085.08
