# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_611.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 69
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+0,+0,+0,+0,-1187.66,+2096.2
2000-01-01 00:10:00 PST,+0,+0,+0,+0,-1147.54,+2093.78
2000-01-01 00:20:00 PST,+0,+0,+0,+0,-1163.67,+2088.55
2000-01-01 00:30:00 PST,+0,+0,+0,+0,-1156.92,+2090.23
2000-01-01 00:40:00 PST,+0,+0,+0,+0,-1157.67,+2091.74
2000-01-01 00:50:00 PST,+0,+0,+0,+0,-1158.37,+2089.6
2000-01-01 01:00:00 PST,+0,+0,+0,+0,-1149.07,+2092.42
2000-01-01 01:10:00 PST,+0,+0,+0,+0,-1154.49,+2081.78
2000-01-01 01:20:00 PST,+0,+0,+0,+0,-1151.08,+2093.74
2000-01-01 01:30:00 PST,+0,+0,+0,+0,-1141.51,+2086.41
2000-01-01 01:40:00 PST,+0,+0,+0,+0,-1145.93,+2079.22
2000-01-01 01:50:00 PST,+0,+0,+0,+0,-1155.98,+2079.31
2000-01-01 02:00:00 PST,+0,+0,+0,+0,-1118.43,+2075.99
2000-01-01 02:10:00 PST,+0,+0,+0,+0,-1127.76,+2086.8
2000-01-01 02:20:00 PST,+0,+0,+0,+0,-1131.69,+2093.92
2000-01-01 02:30:00 PST,+0,+0,+0,+0,-1134.65,+2073.47
2000-01-01 02:40:00 PST,+0,+0,+0,+0,-1143.21,+2081.53
2000-01-01 02:50:00 PST,+0,+0,+0,+0,-1164.44,+2088.47
2000-01-01 03:00:00 PST,+0,+0,+0,+0,-1114.62,+2087.01
2000-01-01 03:10:00 PST,+0,+0,+0,+0,-1091.99,+2072.81
2000-01-01 03:20:00 PST,+0,+0,+0,+0,-1127.78,+2086.16
2000-01-01 03:30:00 PST,+0,+0,+0,+0,-1098.38,+2082.98
2000-01-01 03:40:00 PST,+0,+0,+0,+0,-1130.99,+2081.75
2000-01-01 03:50:00 PST,+0,+0,+0,+0,-1116.07,+2081.99
2000-01-01 04:00:00 PST,+0,+0,+0,+0,-1143.26,+2075.96
2000-01-01 04:10:00 PST,+0,+0,+0,+0,-1119.39,+2086.62
2000-01-01 04:20:00 PST,+0,+0,+0,+0,-1091.56,+2082.79
2000-01-01 04:30:00 PST,+0,+0,+0,+0,-1122.88,+2085.23
2000-01-01 04:40:00 PST,+0,+0,+0,+0,-1100.43,+2085.44
2000-01-01 04:50:00 PST,+0,+0,+0,+0,-1114.46,+2083.43
2000-01-01 05:00:00 PST,+0,+0,+0,+0,-1081.23,+2079.82
2000-01-01 05:10:00 PST,+0,+0,+0,+0,-1112.1,+2076.53
2000-01-01 05:20:00 PST,+0,+0,+0,+0,-1110.52,+2072.91
2000-01-01 05:30:00 PST,+0,+0,+0,+0,-1089.74,+2078.23
2000-01-01 05:40:00 PST,+0,+0,+0,+0,-1078.99,+2091.28
2000-01-01 05:50:00 PST,+0,+0,+0,+0,-1086.33,+2072.03
2000-01-01 06:00:00 PST,+0,+0,+0,+0,-1088.61,+2084.17
2000-01-01 06:10:00 PST,+0,+0,+0,+0,-1105.38,+2074.82
2000-01-01 06:20:00 PST,+0,+0,+0,+0,-1095.75,+2080.91
2000-01-01 06:30:00 PST,+0,+0,+0,+0,-1085.36,+2072.24
2000-01-01 06:40:00 PST,+0,+0,+0,+0,-1101.74,+2077.02
2000-01-01 06:50:00 PST,+0,+0,+0,+0,-1099.22,+2072.57
2000-01-01 07:00:00 PST,+0,+0,+0,+0,-1106.18,+2075.24
2000-01-01 07:10:00 PST,+0,+0,+0,+0,-1117.11,+2068.55
