# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_634.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 62
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+275.246,-3.50476,-140.851,-238.723,-138.198,+242.001
2000-01-01 00:10:00 PST,+275.386,-3.71361,-140.551,-237.793,-135.732,+241.929
2000-01-01 00:20:00 PST,+276.802,-3.10574,-140.556,-239.775,-136.448,+241.17
2000-01-01 00:30:00 PST,+275.75,-3.42351,-141.716,-238.063,-136.059,+241.447
2000-01-01 00:40:00 PST,+275.253,-3.62701,-142.263,-237.447,-136.136,+241.528
2000-01-01 00:50:00 PST,+273.189,-5.67851,-144.188,-236.16,-136.14,+241.545
2000-01-01 01:00:00 PST,+275.54,-4.39551,-142.491,-237.88,-135.709,+241.755
2000-01-01 01:10:00 PST,+274.69,-5.67908,-142.739,-238.687,-136.076,+241.22
2000-01-01 01:20:00 PST,+275.196,-4.56779,-143.154,-237.182,-135.943,+242.047
2000-01-01 01:30:00 PST,+274.102,-5.78242,-143.727,-236.785,-135.346,+241.642
2000-01-01 01:40:00 PST,+273.19,-7.16924,-143.959,-237.509,-135.494,+241.119
2000-01-01 01:50:00 PST,+272.679,-7.03748,-144.099,-237.241,-135.982,+241.039
2000-01-01 02:00:00 PST,+274.074,-7.09365,-143.375,-237.851,-133.864,+241.069
2000-01-01 02:10:00 PST,+273.394,-6.76211,-144.419,-236.176,-134.5,+241.687
2000-01-01 02:20:00 PST,+273.609,-6.36036,-144.837,-235.568,-134.724,+242.223
2000-01-01 02:30:00 PST,+273.044,-8.29993,-144.259,-238.567,-134.834,+240.981
2000-01-01 02:40:00 PST,+272.471,-7.93987,-145.275,-237.05,-135.415,+241.527
2000-01-01 02:50:00 PST,+270.935,-8.19673,-146.681,-235.141,-136.668,+241.853
2000-01-01 03:00:00 PST,+272.864,-7.45218,-145.357,-235.143,-133.699,+241.82
2000-01-01 03:10:00 PST,+272.114,-9.44863,-145.199,-236.535,-132.328,+240.949
2000-01-01 03:20:00 PST,+271.909,-8.04406,-145.652,-235.459,-134.378,+241.618
2000-01-01 03:30:00 PST,+272.831,-7.9611,-145.256,-235.486,-132.744,+241.71
2000-01-01 03:40:00 PST,+272.653,-8.13207,-145.032,-236.705,-134.699,+241.464
2000-01-01 03:50:00 PST,+272.469,-8.20461,-145.589,-235.595,-133.721,+241.593
2000-01-01 04:00:00 PST,+270.911,-9.86621,-146.549,-236.588,-135.282,+241.252
2000-01-01 04:10:00 PST,+272.128,-8.54632,-145.932,-235.718,-133.996,+241.882
2000-01-01 04:20:00 PST,+273.26,-8.34795,-145.061,-236.388,-132.301,+241.653
2000-01-01 04:30:00 PST,+271.714,-8.42121,-146.059,-235.03,-134.068,+241.838
2000-01-01 04:40:00 PST,+272.508,-8.22756,-145.559,-235.127,-132.914,+241.762
2000-01-01 04:50:00 PST,+270.882,-9.25484,-146.467,-234.42,-133.541,+241.536
2000-01-01 05:00:00 PST,+271.398,-9.85227,-146.187,-234.43,-131.611,+241.25
2000-01-01 05:10:00 PST,+268.747,-11.1755,-148.416,-233.125,-133.539,+241.254
2000-01-01 05:20:00 PST,+269.173,-11.624,-147.978,-234.438,-133.373,+241.004
2000-01-01 05:30:00 PST,+268.74,-11.7082,-148.8,-232.663,-132.127,+241.384
2000-01-01 05:40:00 PST,+269.324,-10.4826,-149.283,-230.544,-131.452,+242.27
