# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_633.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 56
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2385.46,-30.3746,-1220.71,-2068.94,-1197.72,+2097.34
2000-01-01 00:10:00 PST,+2386.68,-32.1847,-1218.11,-2060.87,-1176.34,+2096.72
2000-01-01 00:20:00 PST,+2398.95,-26.9164,-1218.15,-2078.05,-1182.55,+2090.14
2000-01-01 00:30:00 PST,+2389.83,-29.6704,-1228.2,-2063.21,-1179.18,+2092.54
2000-01-01 00:40:00 PST,+2385.52,-31.4341,-1232.95,-2057.88,-1179.85,+2093.24
2000-01-01 00:50:00 PST,+2367.64,-49.2138,-1249.63,-2046.72,-1179.88,+2093.39
2000-01-01 01:00:00 PST,+2388.02,-38.0944,-1234.92,-2061.62,-1176.14,+2095.21
2000-01-01 01:10:00 PST,+2380.64,-49.2187,-1237.07,-2068.62,-1179.32,+2090.57
2000-01-01 01:20:00 PST,+2385.03,-39.5875,-1240.67,-2055.58,-1178.17,+2097.74
2000-01-01 01:30:00 PST,+2375.55,-50.1143,-1245.64,-2052.13,-1172.99,+2094.23
2000-01-01 01:40:00 PST,+2367.64,-62.1334,-1247.65,-2058.41,-1174.28,+2089.7
2000-01-01 01:50:00 PST,+2363.22,-60.9915,-1248.86,-2056.09,-1178.51,+2089
2000-01-01 02:00:00 PST,+2375.31,-61.4783,-1242.58,-2061.38,-1160.16,+2089.27
2000-01-01 02:10:00 PST,+2369.41,-58.605,-1251.63,-2046.86,-1165.67,+2094.62
2000-01-01 02:20:00 PST,+2371.28,-55.1232,-1255.26,-2041.59,-1167.61,+2099.27
2000-01-01 02:30:00 PST,+2366.38,-71.9328,-1250.24,-2067.58,-1168.56,+2088.5
2000-01-01 02:40:00 PST,+2361.41,-68.8122,-1259.05,-2054.43,-1173.6,+2093.23
2000-01-01 02:50:00 PST,+2348.11,-71.0383,-1271.24,-2037.89,-1184.46,+2096.06
2000-01-01 03:00:00 PST,+2364.82,-64.5856,-1259.76,-2037.91,-1158.73,+2095.77
2000-01-01 03:10:00 PST,+2358.32,-81.8882,-1258.39,-2049.97,-1146.84,+2088.22
2000-01-01 03:20:00 PST,+2356.54,-69.7152,-1262.32,-2040.64,-1164.61,+2094.02
2000-01-01 03:30:00 PST,+2364.54,-68.9962,-1258.88,-2040.88,-1150.45,+2094.82
2000-01-01 03:40:00 PST,+2363,-70.478,-1256.94,-2051.44,-1167.39,+2092.69
2000-01-01 03:50:00 PST,+2361.4,-71.1066,-1261.77,-2041.82,-1158.91,+2093.81
2000-01-01 04:00:00 PST,+2347.9,-85.5072,-1270.09,-2050.43,-1172.44,+2090.85
2000-01-01 04:10:00 PST,+2358.45,-74.0681,-1264.75,-2042.89,-1161.3,+2096.31
