# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_650.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 59
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2386.56,-11.4979,-1189.62,-2070.76,-1198.41,+2082.01
2000-01-01 00:10:00 PST,+2386.04,-12.0712,-1190,-2069.75,-1196.25,+2082.06
2000-01-01 00:20:00 PST,+2395.11,-9.88544,-1194.62,-2079.43,-1200.8,+2089.25
2000-01-01 00:30:00 PST,+2394.4,-11.0285,-1195.57,-2077.73,-1199.98,+2089.29
2000-01-01 00:40:00 PST,+2394.18,-11.5081,-1195.99,-2077.12,-1199.82,+2089.29
2000-01-01 00:50:00 PST,+2395.42,-14.6937,-1198.18,-2076.67,-1200.42,+2091.51
2000-01-01 01:00:00 PST,+2398.39,-12.917,-1197.76,-2080.16,-1201.97,+2093.39
2000-01-01 01:10:00 PST,+2397.84,-13.8911,-1197.61,-2080.36,-1202.01,+2093.38
2000-01-01 01:20:00 PST,+2400.14,-13.698,-1198.99,-2080.63,-1203.05,+2094.91
2000-01-01 01:30:00 PST,+2398.35,-15.0987,-1198.9,-2078.8,-1201.67,+2093.92
2000-01-01 01:40:00 PST,+2397.7,-16.2245,-1198.77,-2078.87,-1201.5,+2093.96
2000-01-01 01:50:00 PST,+2395.53,-16.0203,-1197.87,-2077.61,-1200.74,+2092.54
2000-01-01 02:00:00 PST,+2398.22,-15.7372,-1199.18,-2080.07,-1200.28,+2094.75
2000-01-01 02:10:00 PST,+2398.14,-16.1709,-1199.99,-2078.79,-1200.53,+2094.84
2000-01-01 02:20:00 PST,+2400.66,-16.2307,-1201.44,-2080.01,-1201.88,+2096.74
2000-01-01 02:30:00 PST,+2399.53,-16.6745,-1200.43,-2082.36,-1201.41,+2096.97
2000-01-01 02:40:00 PST,+2399.51,-16.9927,-1201.25,-2081.23,-1201.63,+2097.02
2000-01-01 02:50:00 PST,+2397.84,-18.2026,-1201.37,-2077.93,-1201.71,+2095.49
2000-01-01 03:00:00 PST,+2398.1,-17.1013,-1201.33,-2077.82,-1199.42,+2094.99
2000-01-01 03:10:00 PST,+2397.11,-18.5535,-1201.15,-2078.22,-1197.97,+2095.16
2000-01-01 03:20:00 PST,+2396.71,-17.8491,-1200.55,-2077.34,-1199.55,+2094.68
2000-01-01 03:30:00 PST,+2398.83,-17.8432,-1201.63,-2078.52,-1199.34,+2096.12
2000-01-01 03:40:00 PST,+2399.03,-17.519,-1200.82,-2079.54,-1201.09,+2095.99
2000-01-01 03:50:00 PST,+2399.11,-17.9052,-1201.88,-2079.14,-1200.05,+2096.48
