# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_684.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 61
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2370.91,-53.5008,+0,+0,-1188.07,+2096.32
2000-01-01 00:10:00 PST,+2372.82,-57.8645,+0,+0,-1148.05,+2094.02
2000-01-01 00:20:00 PST,+2388.17,-47.0893,+0,+0,-1163.86,+2088.6
2000-01-01 00:30:00 PST,+2371.94,-54.5964,+0,+0,-1157.58,+2090.56
2000-01-01 00:40:00 PST,+2362.68,-57.2828,+0,+0,-1158.53,+2092.19
2000-01-01 00:50:00 PST,+2325.04,-90.916,+0,+0,-1158.75,+2089.76
2000-01-01 01:00:00 PST,+2362.56,-68.5567,+0,+0,-1149.7,+2092.73
2000-01-01 01:10:00 PST,+2349.81,-91.3243,+0,+0,-1155.14,+2082.1
2000-01-01 01:20:00 PST,+2355.66,-73.704,+0,+0,-1151.79,+2094.09
2000-01-01 01:30:00 PST,+2338.98,-94.084,+0,+0,-1142.65,+2087.03
2000-01-01 01:40:00 PST,+2322.45,-115.889,+0,+0,-1146.3,+2079.38
2000-01-01 01:50:00 PST,+2313.83,-113.39,+0,+0,-1156.93,+2079.81
2000-01-01 02:00:00 PST,+2338.09,-116.149,+0,+0,-1119.36,+2076.49
2000-01-01 02:10:00 PST,+2327.3,-110.352,+0,+0,-1128.35,+2087.11
2000-01-01 02:20:00 PST,+2327.39,-103.121,+0,+0,-1132.52,+2094.36
2000-01-01 02:30:00 PST,+2317.57,-134.574,+0,+0,-1135.53,+2073.94
2000-01-01 02:40:00 PST,+2308.62,-130.914,+0,+0,-1143.59,+2081.71
2000-01-01 02:50:00 PST,+2284.71,-133.593,+0,+0,-1165.04,+2088.76
2000-01-01 03:00:00 PST,+2317.87,-122.663,+0,+0,-1116.14,+2087.81
2000-01-01 03:10:00 PST,+2304.57,-154.34,+0,+0,-1093.49,+2073.56
2000-01-01 03:20:00 PST,+2302.57,-130.088,+0,+0,-1128.28,+2086.36
2000-01-01 03:30:00 PST,+2315.64,-132.674,+0,+0,-1099.68,+2083.66
2000-01-01 03:40:00 PST,+2311.37,-132.252,+0,+0,-1132.34,+2082.44
2000-01-01 03:50:00 PST,+2309.47,-134.846,+0,+0,-1117.07,+2082.54
2000-01-01 04:00:00 PST,+2279.42,-161.869,+0,+0,-1143.96,+2076.32
2000-01-01 04:10:00 PST,+2300.28,-139.379,+0,+0,-1120.5,+2087.23
2000-01-01 04:20:00 PST,+2320.58,-135.66,+0,+0,-1092.75,+2083.41
2000-01-01 04:30:00 PST,+2296.58,-139.347,+0,+0,-1123.8,+2085.73
2000-01-01 04:40:00 PST,+2310.22,-133.918,+0,+0,-1101.54,+2086.07
2000-01-01 04:50:00 PST,+2283.34,-151.782,+0,+0,-1115.41,+2083.89
2000-01-01 05:00:00 PST,+2295.07,-159.477,+0,+0,-1082.86,+2080.55
2000-01-01 05:10:00 PST,+2251.07,-185.335,+0,+0,-1113.75,+2077.24
2000-01-01 05:20:00 PST,+2257.08,-192.188,+0,+0,-1112.31,+2073.59
2000-01-01 05:30:00 PST,+2250.88,-192.633,+0,+0,-1091.63,+2079.1
2000-01-01 05:40:00 PST,+2260.13,-175.051,+0,+0,-1080.67,+2092.1
2000-01-01 05:50:00 PST,+2223.48,-226.744,+0,+0,-1087.89,+2072.72
2000-01-01 06:00:00 PST,+2250.48,-191.54,+0,+0,-1090.47,+2085.04
2000-01-01 06:10:00 PST,+2211.91,-227.068,+0,+0,-1106.88,+2075.45
2000-01-01 06:20:00 PST,+2232.47,-208.051,+0,+0,-1097.58,+2081.67
2000-01-01 06:30:00 PST,+2230.67,-216.118,+0,+0,-1087.03,+2072.92
2000-01-01 06:40:00 PST,+2220.49,-209.946,+0,+0,-1103.69,+2077.86
2000-01-01 06:50:00 PST,+2236.22,-200.626,+0,+0,-1100.97,+2073.24
2000-01-01 07:00:00 PST,+2249.18,-188.564,+0,+0,-1107.36,+2075.78
2000-01-01 07:10:00 PST,+2244.35,-194.561,+0,+0,-1118.26,+2069.11
2000-01-01 07:20:00 PST,+2277.35,-171.435,+0,+0,-1087.09,+2070.19
2000-01-01 07:30:00 PST,+2281.84,-150.473,+0,+0,-1124.62,+2078.5
2000-01-01 07:40:00 PST,+2247.1,-177.228,+0,+0,-1153.6,+2067.2
2000-01-01 07:50:00 PST,+2297.2,-141.07,+0,+0,-1120.9,+2077.69
2000-01-01 08:00:00 PST,+2304.41,-153.728,+0,+0,-1116.54,+2069.28
2000-01-01 08:10:00 PST,+2313.11,-133.888,+0,+0,-1120.49,+2078.69
2000-01-01 08:20:00 PST,+2314.91,-112.569,+0,+0,-1130.15,+2096.92
2000-01-01 08:30:00 PST,+2311.97,-129.96,+0,+0,-1143.13,+2084.67
2000-01-01 08:40:00 PST,+2326.67,-120.742,+0,+0,-1122.58,+2087.08
2000-01-01 08:50:00 PST,+2333.95,-111.718,+0,+0,-1132.44,+2086.46
2000-01-01 09:00:00 PST,+2320.93,-105.677,+0,+0,-1160.65,+2090.18
2000-01-01 09:10:00 PST,+2332.29,-113.234,+0,+0,-1148.47,+2083.62
2000-01-01 09:20:00 PST,+2357.22,-92.8822,+0,+0,-1110.75,+2097.08
2000-01-01 09:30:00 PST,+2340.34,-110.067,+0,+0,-1131.9,+2088.18
2000-01-01 09:40:00 PST,+2343.49,-114.765,+0,+0,-1134.25,+2080.01
2000-01-01 09:50:00 PST,+2351.07,-79.688,+0,+0,-1151.33,+2096.09
2000-01-01 10:00:00 PST,+2355.41,-75.0855,+0,+0,-1161.68,+2097.98
2000-01-01 10:10:00 PST,+2348.05,-105.276,+0,+0,-1156.08,+2079.76
2000-01-01 10:20:00 PST,+2351.33,-96.0802,+0,+0,-1147.98,+2082.3
