# file...... /gldportal/www/html/Scenario_0/simulation6_run146/Voltage_675.csv
# date...... Mon Aug 12 18:26:06 2013
# user...... (null)
# host...... (null)
# target.... node 67
# trigger... (none)
# interval.. 600
# limit..... 144
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2366.49,-53.5203,-1239.27,-2043.69,-1180.81,+2098.91
2000-01-01 00:10:00 PST,+2368.45,-60.2295,-1230.45,-2029.2,-1131.6,+2089.65
2000-01-01 00:20:00 PST,+2383.17,-49.1855,-1230.16,-2055.22,-1154.13,+2087.02
2000-01-01 00:30:00 PST,+2362.9,-56.1069,-1244.05,-2022.97,-1144.24,+2090.05
2000-01-01 00:40:00 PST,+2356.09,-56.1151,-1252.03,-2007,-1146.21,+2095.24
2000-01-01 00:50:00 PST,+2310.89,-91.562,-1280.78,-1977.08,-1139.14,+2090
2000-01-01 01:00:00 PST,+2354.64,-69.8993,-1255.41,-2012.53,-1133.78,+2091.16
2000-01-01 01:10:00 PST,+2333.84,-94.6891,-1260.83,-2030.98,-1142.07,+2081.14
2000-01-01 01:20:00 PST,+2344.96,-76.5679,-1261.88,-2001.8,-1131.36,+2089.64
2000-01-01 01:30:00 PST,+2323.32,-94.1697,-1271.72,-1989.49,-1126.68,+2089.76
2000-01-01 01:40:00 PST,+2295.94,-121.75,-1280.5,-2002.97,-1126.11,+2075.24
2000-01-01 01:50:00 PST,+2296.65,-115.404,-1283.23,-1998.57,-1138.06,+2078.29
2000-01-01 02:00:00 PST,+2319.49,-120.39,-1266.92,-2013.4,-1099.12,+2072.15
2000-01-01 02:10:00 PST,+2301.09,-114.318,-1283.11,-1976.08,-1109.61,+2087.56
2000-01-01 02:20:00 PST,+2309.83,-104.716,-1286,-1963.31,-1110.94,+2094.84
2000-01-01 02:30:00 PST,+2294.91,-138.74,-1282.98,-2014.93,-1114.26,+2070.69
2000-01-01 02:40:00 PST,+2286.92,-134.703,-1295.76,-1990.51,-1119.83,+2078.56
2000-01-01 02:50:00 PST,+2260.34,-132.823,-1318.62,-1950.27,-1147.53,+2096.1
2000-01-01 03:00:00 PST,+2297.14,-124.878,-1291.71,-1950.25,-1087.38,+2086.7
2000-01-01 03:10:00 PST,+2285.09,-159.148,-1291.13,-1980.56,-1062.64,+2066.97
2000-01-01 03:20:00 PST,+2273.23,-136.729,-1302.04,-1961.99,-1101.45,+2082.19
2000-01-01 03:30:00 PST,+2295.2,-135.851,-1290.29,-1966.89,-1072.05,+2079.34
2000-01-01 03:40:00 PST,+2294.25,-134.048,-1291.76,-1982.38,-1108.73,+2080.74
2000-01-01 03:50:00 PST,+2280.94,-136.998,-1299.11,-1956.09,-1094.98,+2084.92
2000-01-01 04:00:00 PST,+2252.92,-162.764,-1315.92,-1968.7,-1119.62,+2078.74
2000-01-01 04:10:00 PST,+2276.6,-142.356,-1304.02,-1958.25,-1091.77,+2084.68
2000-01-01 04:20:00 PST,+2298.81,-140.489,-1289.84,-1976.43,-1066.31,+2078.74
2000-01-01 04:30:00 PST,+2263.69,-143.711,-1307.3,-1948.12,-1102.86,+2088.98
2000-01-01 04:40:00 PST,+2281.71,-140.835,-1299.04,-1952.82,-1075.06,+2081.68
2000-01-01 04:50:00 PST,+2252.13,-157.299,-1314.47,-1938.1,-1087.15,+2082.52
2000-01-01 05:00:00 PST,+2264.45,-165.926,-1309.38,-1936.73,-1052.34,+2077.9
2000-01-01 05:10:00 PST,+2220.77,-187.418,-1338.86,-1910.05,-1081.61,+2079.86
2000-01-01 05:20:00 PST,+2221.82,-198.24,-1340.19,-1942.14,-1085.54,+2074.17
2000-01-01 05:30:00 PST,+2211.66,-196.15,-1346.45,-1889.58,-1057.71,+2083.64
2000-01-01 05:40:00 PST,+2237.4,-175.696,-1344.57,-1856.02,-1038.65,+2093.62
2000-01-01 05:50:00 PST,+2177.88,-231.536,-1368.54,-1897.17,-1052.38,+2074.53
2000-01-01 06:00:00 PST,+2223.02,-192.16,-1353.53,-1871.56,-1053.3,+2089.42
2000-01-01 06:10:00 PST,+2172.89,-228.056,-1378.06,-1876.18,-1070.39,+2082.03
2000-01-01 06:20:00 PST,+2196.95,-210.989,-1365.82,-1873.65,-1060.29,+2086.09
2000-01-01 06:30:00 PST,+2198.17,-219.123,-1360.02,-1890.3,-1049.6,+2074.98
2000-01-01 06:40:00 PST,+2180.65,-211.388,-1369.29,-1866.7,-1073.44,+2087.34
2000-01-01 06:50:00 PST,+2204.92,-200.408,-1354.64,-1881.67,-1071.13,+2081.39
2000-01-01 07:00:00 PST,+2221.64,-190.007,-1344.9,-1896.77,-1072.62,+2078.12
2000-01-01 07:10:00 PST,+2212.17,-195.927,-1342.64,-1919.74,-1090.87,+2075.14
2000-01-01 07:20:00 PST,+2253.55,-174.2,-1315.43,-1920.58,-1052.63,+2068.09
2000-01-01 07:30:00 PST,+2255.17,-153.849,-1313.37,-1931.26,-1097.98,+2079.51
2000-01-01 07:40:00 PST,+2212.69,-179.112,-1330.9,-1949.28,-1134.91,+2074.49
2000-01-01 07:50:00 PST,+2281.2,-142.003,-1295.22,-1944.25,-1094.06,+2078.43
2000-01-01 08:00:00 PST,+2284.96,-156.248,-1289.17,-1980.69,-1090.76,+2067.86
2000-01-01 08:10:00 PST,+2284.48,-136.517,-1292.94,-1973.77,-1106.27,+2084.29
2000-01-01 08:20:00 PST,+2297.18,-112.607,-1299.93,-1940.82,-1108.78,+2101.27
2000-01-01 08:30:00 PST,+2292.31,-132.223,-1295.56,-1985.61,-1120.68,+2084.99
2000-01-01 08:40:00 PST,+2309.73,-123.994,-1287.06,-1977.42,-1095.67,+2084.52
2000-01-01 08:50:00 PST,+2314.06,-116.076,-1280.55,-1986.5,-1108.02,+2084.23
2000-01-01 09:00:00 PST,+2304.63,-107.411,-1292.94,-1978.12,-1142.98,+2093.14
2000-01-01 09:10:00 PST,+2314.19,-117.263,-1279.83,-2011.37,-1132.03,+2083.99
2000-01-01 09:20:00 PST,+2337.68,-96.7886,-1268.21,-1981.69,-1092,+2099.28
2000-01-01 09:30:00 PST,+2322.5,-115.945,-1273.95,-2006.2,-1109.65,+2084.54
2000-01-01 09:40:00 PST,+2324.61,-119.887,-1268.68,-2030.49,-1118.9,+2078.39
2000-01-01 09:50:00 PST,+2335.24,-81.4696,-1271.43,-1990.57,-1137,+2098.76
2000-01-01 10:00:00 PST,+2347.07,-73.1071,-1265.41,-1996.21,-1147.93,+2103.83
2000-01-01 10:10:00 PST,+2336.64,-107.99,-1261.97,-2043.5,-1140.4,+2078.16
